"text","valence","dominance","arousal"
"MMM F_NAME L_NAME TITLE COMPANY ADDRESS CITY,ST ZIP March 4, 1999",0,0,0
"Please, make your contribution today.",1,0,0
"Sincerely,",0,0,0
"J.Chris Graffeo Chair",NA,NA,NA
"P.S.",0,1,0
"If you have any questions, feel free to call Valery De Long at CCI, 638-3360 x23.",NA,1,0
"One of the areas we've decided to focus on is development.",1,1,0
"It's clear that if we don't increase our base of private funding, we won't have the kind of control we need to ensure the continued success of our centers and the very important services they offer.",0,NA,NA
"In 1998, CCI served 31,484 individuals right in their own backyards.",0,NA,NA
"Where else would that many people turn if CCI weren't there to help?",0,0,0
"The community initiatives committee is working with our development office to put together a long-range fundraising plan that will ultimately bring more money into our centers.",1,NA,NA
"Dear LTR_NAME:",NA,NA,0
"This in turn will help us to increase and even improve the services we offer.",1,NA,0
"HIPPY (Home Instructional Program for Preschool Youngsters) for families.",1,1,0
"Stopover crises counseling for youth.",0,0,NA
"In Home Services for adults and seniors.",1,1,NA
"Transportation for youth and seniors",NA,NA,0
"CCI is a federation of 13 neighborhood-based multi-service centers (plus one affiliate) whose mission is to identify and meet the human service needs of the greater Indianapolis community in the most effective, efficient and comprehensive way possible.",1,NA,1
"Answer 34,700 opportunities to change a life!",1,NA,1
"Better yet, most of these services occur in cooperation with private and public agencies from all over the city - CICOA The Access Network, Goodwill Industries, Indianapolis Housing Agency, City of Indianapolis, Indianapolis Private Industry Council, Family and Social Services administration, OTC, Indy Parks, and numerous community development corporations, neighborhood organizations, and churches, to name just a few.",0,NA,NA
"July 30, 1999",NA,NA,NA
"This is exactly what happened in 1997 when Community Centers of Indianapolis provided its comprehensive, neighborhood-based services to individuals and families all over Marion County.",0,0,NA
"More than 34,000 people benefited from our services in 1997, and the final count for 1998 could be even higher.",1,NA,NA
"We're asking for a contribution in the amount of because you can't got a better bang for your buck than to support an organization that impacts so many lives in so many ways.",1,1,1
"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.",1,1,NA
"Please, make a tax deductible gift to Community Centers of Indianapolis in 1999, and know that COMPANY is playing an important part in meeting the needs of its community.",1,NA,NA
"If you have any questions, please feel free to give us a call at 638-3360.",NA,NA,0
"We thank you for your consideration, and look forward to hearing from you.",1,NA,0
"Sincerely,",NA,NA,NA
"Earline S. Moore President",NA,1,0
"Valery De Long Director of Development",NA,0,0
"Dear Name:",NA,NA,0
"And we can do even more in 1999 with your financial support!",NA,NA,1
"Just look at the range of services we offer:",1,1,0
"70,0001 career assistance for youth",1,NA,NA
"Preschool for young children",NA,NA,0
"Question What do you get in 987,165 hours with 291people in 15 locations?",NA,1,1
"School Age Child Care for and children and youth",1,NA,NA
"Adult Day Care for seniors",NA,NA,NA
"Senior Case Management Aids Education for youth and adults",1,1,0
"Senior Nutrition meal program",NA,1,0
"Day Care for young children",1,1,0
"Social Development and Recreation for children, youth and adults.",1,1,1
"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people.",1,1,NA
"Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community that will help young people continue to be involved in positive activities.",1,1,1
"In 1998, MCCOY, Inc. led two efforts that, we believe, will help our community continue to take the steps necessary to help all young people grow up and develop well.",1,NA,NA
"One, IndyGo in April adopted a much-needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long.",1,0,0
"Two, funding was made available this summer for youth organizations and churches to conduct positive youth programming on Saturday evenings.",1,NA,NA
"Through the youth mapping process, it was confirmed that the positive opportunities for youth on weekend evenings were lacking.",0,0,0
"That need is being met.",1,1,1
"August 4, 1999",NA,0,NA
"As it has been an exciting year for all of us, MCCOY, Inc. cannot do its part without the support of organizations like yours.",1,NA,1
"Annually, we ask several of our youth serving organizations to join us in our effort to help young people grow up well in Indianapolis.",1,1,0
"Enclosed is a donation card that will enable you to make Indianapolis a great place for ALL of us to live.",1,1,NA
"If you have any questions or concerns at any time, please do not hesitate to call me at 921-1288.",NA,0,0
"Sincerely,",0,NA,0
"John F. Brandon, President MCCOY, Inc.",NA,NA,0
"Participants in the Youth Outcomes Educational Initiative identified three goals for all our youth to obtain: economic self-sufficiency, healthy family, social relationships, and involvement in the community.",1,1,NA
"Name Address City, ST Zip",NA,0,0
"A short time later, the Community Youth Mapping Project sent 55 young people out into the community to identify the resources they need to grow up well: caring adults, safe places to go, and positive things to do.",1,1,NA
"The goal of MCCOY, Inc. has been to make a difference.",1,1,0
"One group of adults and one group of youth, through two very different processes, have arrived at the same conclusion; our community still has much to do if we are to help ALL of your youth successfully develop into the responsible, productive adults who will our community in the future.",1,1,1
"It is our goal that every young person in Marion County have access to the programs and services that can best assist them in their growth toward a positive adulthood.",1,1,NA
"I am hopeful that you as an individual and Meridian Insurance as a corporation might consider becoming sustaining supporters of MCCOY.",1,1,NA
"I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.",1,NA,NA
"I obviously can't tell the whole story of MCCOY in a single letter but I hope this provides an overview of the scope of our work.",1,1,NA
"I will call you in a few weeks to discuss your level of interest.",1,1,1
"Please consider joining together with your fellow citizens in support of the work of the Marion County Commission on Youth.",1,1,0
"January 5, 1997",NA,NA,0
"Sincerely,",NA,1,0
"John Brandon Executive Director",1,NA,0
"As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.",NA,1,0
"Name Address City, ST Zip",NA,NA,0
"MCCOY Inc., originally founded as a government agency but re-organized in 1993 as an independent not-for-profit, is a county-wide youth services coordinating, planning, and convening agency.",1,1,0
"Its purpose is to encourage collaboration and cooperation between the various agencies, programs, and systems that serve our community's youth.",1,NA,NA
"Dear Bill:",1,0,1
"In addition to that behind-the-scenes role, MCCOY has taken an out-front role in developing a Summer Bus Pass, neighborhood youth councils, and the We Value Youth information line.",NA,0,0
